cliente_id,nombre,edad,genero,ubicacion
2342,Cliente_2342,35,Otro,Monterrey
2343,Cliente_2343,44,M,Monterrey
2344,Cliente_2344,33,M,Monterrey
2345,Cliente_2345,55,M,Puebla
2346,Cliente_2346,36,Otro,Puebla
2347,Cliente_2347,40,F,Tijuana
2348,Cliente_2348,42,M,Puebla
2349,Cliente_2349,28,Otro,Guadalajara
2350,Cliente_2350,40,M,CDMX
2351,Cliente_2351,57,M,Puebla
2352,Cliente_2352,65,M,Guadalajara
2353,Cliente_2353,33,M,Tijuana
2354,Cliente_2354,42,F,Tijuana
2355,Cliente_2355,62,F,CDMX
2356,Cliente_2356,31,F,Guadalajara
2357,Cliente_2357,19,F,Monterrey
2358,Cliente_2358,37,F,Puebla
2359,Cliente_2359,44,F,Guadalajara
2360,Cliente_2360,46,F,CDMX
2361,Cliente_2361,53,F,CDMX
2362,Cliente_2362,19,F,Puebla
2363,Cliente_2363,66,Otro,Puebla
2364,Cliente_2364,59,F,CDMX
2365,Cliente_2365,32,M,Puebla
2366,Cliente_2366,38,Otro,Monterrey
2367,Cliente_2367,63,M,Puebla
2368,Cliente_2368,50,Otro,Tijuana
2369,Cliente_2369,59,F,Guadalajara
2370,Cliente_2370,66,Otro,CDMX
2371,Cliente_2371,60,F,Monterrey
2372,Cliente_2372,69,M,Monterrey
2373,Cliente_2373,49,Otro,Guadalajara
2375,Cliente_2375,55,Otro,Puebla
2376,Cliente_2376,54,M,CDMX
2377,Cliente_2377,21,Otro,Guadalajara
2378,Cliente_2378,56,Otro,Tijuana
2379,Cliente_2379,58,F,Puebla
2380,Cliente_2380,52,F,Monterrey
2381,Cliente_2381,58,F,Guadalajara
2382,Cliente_2382,43,Otro,Guadalajara
2383,Cliente_2383,54,F,Puebla
2384,Cliente_2384,55,Otro,Puebla
2386,Cliente_2386,62,M,CDMX
2387,Cliente_2387,64,M,Tijuana
2388,Cliente_2388,29,Otro,Puebla
2389,Cliente_2389,39,F,Puebla
2390,Cliente_2390,38,F,Monterrey
2391,Cliente_2391,29,Otro,Guadalajara
2392,Cliente_2392,55,F,Monterrey
2393,Cliente_2393,40,M,Tijuana
2394,Cliente_2394,18,M,CDMX
2395,Cliente_2395,32,M,CDMX
2396,Cliente_2396,33,M,Guadalajara
2397,Cliente_2397,31,M,Monterrey
2398,Cliente_2398,28,F,Tijuana
2399,Cliente_2399,32,M,CDMX
2400,Cliente_2400,68,M,Puebla
2401,Cliente_2401,69,F,Puebla
2402,Cliente_2402,36,F,CDMX
2403,Cliente_2403,33,Otro,Monterrey
2405,Cliente_2405,33,F,Monterrey
2406,Cliente_2406,54,Otro,Guadalajara
2407,Cliente_2407,37,M,Tijuana
2408,Cliente_2408,43,F,Tijuana
2409,Cliente_2409,27,Otro,CDMX
2410,Cliente_2410,41,M,Monterrey
2411,Cliente_2411,49,Otro,Tijuana
2412,Cliente_2412,38,F,Puebla
2413,Cliente_2413,50,F,Tijuana
2414,Cliente_2414,57,F,Monterrey
2415,Cliente_2415,29,F,Tijuana
2416,Cliente_2416,25,Otro,CDMX
2417,Cliente_2417,31,Otro,CDMX
2418,Cliente_2418,67,F,CDMX
2419,Cliente_2419,64,F,Monterrey
2420,Cliente_2420,57,F,CDMX
2421,Cliente_2421,49,M,Monterrey
2422,Cliente_2422,58,F,Tijuana
2423,Cliente_2423,33,F,Tijuana
2424,Cliente_2424,67,F,Tijuana
2425,Cliente_2425,38,F,Guadalajara
2426,Cliente_2426,67,Otro,Puebla
2427,Cliente_2427,47,F,Tijuana
2428,Cliente_2428,58,F,Tijuana
2429,Cliente_2429,37,Otro,Monterrey
2431,Cliente_2431,62,Otro,Guadalajara
2432,Cliente_2432,27,M,CDMX
2433,Cliente_2433,37,M,Monterrey
2434,Cliente_2434,25,M,Puebla
2435,Cliente_2435,41,Otro,Monterrey
2436,Cliente_2436,56,M,CDMX
2437,Cliente_2437,66,F,Guadalajara
2438,Cliente_2438,53,Otro,Monterrey
2439,Cliente_2439,48,M,Puebla
2440,Cliente_2440,61,F,CDMX
2441,Cliente_2441,43,Otro,Monterrey
2442,Cliente_2442,33,M,Monterrey
2443,Cliente_2443,53,F,Monterrey
2444,Cliente_2444,47,F,CDMX
2445,Cliente_2445,41,M,Puebla
2446,Cliente_2446,46,Otro,CDMX
2447,Cliente_2447,24,M,Guadalajara
2448,Cliente_2448,34,F,CDMX
2449,Cliente_2449,35,Otro,Puebla
2450,Cliente_2450,33,Otro,CDMX
2451,Cliente_2451,58,F,Tijuana
2452,Cliente_2452,23,Otro,Tijuana
2453,Cliente_2453,41,Otro,Guadalajara
2454,Cliente_2454,60,F,Guadalajara
2455,Cliente_2455,24,F,CDMX
2457,Cliente_2457,35,Otro,Tijuana
2458,Cliente_2458,65,F,Monterrey
2459,Cliente_2459,34,F,Guadalajara
2460,Cliente_2460,55,M,Monterrey
2461,Cliente_2461,65,F,Monterrey
2462,Cliente_2462,54,Otro,CDMX
2463,Cliente_2463,60,M,Tijuana
2464,Cliente_2464,34,F,Tijuana
2465,Cliente_2465,27,M,CDMX
2466,Cliente_2466,47,F,Guadalajara
2467,Cliente_2467,18,F,Guadalajara
2468,Cliente_2468,60,F,Puebla
2469,Cliente_2469,43,M,Tijuana
2470,Cliente_2470,21,Otro,Tijuana
2471,Cliente_2471,57,M,Guadalajara
2472,Cliente_2472,18,M,Guadalajara
2473,Cliente_2473,58,Otro,CDMX
2474,Cliente_2474,43,Otro,CDMX
2476,Cliente_2476,36,M,Guadalajara
2477,Cliente_2477,43,F,Tijuana
2478,Cliente_2478,29,Otro,CDMX
2479,Cliente_2479,19,F,CDMX
2480,Cliente_2480,68,Otro,Tijuana
2481,Cliente_2481,50,M,Monterrey
2482,Cliente_2482,48,F,CDMX
2483,Cliente_2483,53,M,Guadalajara
2484,Cliente_2484,58,F,CDMX
2485,Cliente_2485,46,Otro,Tijuana
2486,Cliente_2486,29,Otro,Guadalajara
2487,Cliente_2487,19,M,Monterrey
2488,Cliente_2488,27,M,Guadalajara
2489,Cliente_2489,61,Otro,Monterrey
2490,Cliente_2490,31,Otro,Guadalajara
2491,Cliente_2491,68,Otro,Monterrey
2492,Cliente_2492,26,M,Monterrey
2493,Cliente_2493,64,Otro,Tijuana
2494,Cliente_2494,22,F,Guadalajara
2495,Cliente_2495,45,Otro,Tijuana
2496,Cliente_2496,31,F,Monterrey
2497,Cliente_2497,33,Otro,CDMX
2498,Cliente_2498,21,F,Tijuana
2499,Cliente_2499,26,Otro,CDMX
2500,Cliente_2500,20,F,CDMX
2501,Cliente_2501,25,Otro,Guadalajara
2502,Cliente_2502,64,Otro,Guadalajara
2503,Cliente_2503,46,F,Guadalajara
2504,Cliente_2504,61,Otro,Puebla
2505,Cliente_2505,30,Otro,Guadalajara
2506,Cliente_2506,61,F,Tijuana
2507,Cliente_2507,50,M,Puebla
2508,Cliente_2508,59,M,Monterrey
2509,Cliente_2509,44,Otro,Puebla
2510,Cliente_2510,22,M,Guadalajara
2511,Cliente_2511,20,F,CDMX
2512,Cliente_2512,56,Otro,Puebla
2513,Cliente_2513,18,F,Tijuana
2514,Cliente_2514,69,F,Puebla
2515,Cliente_2515,62,Otro,Monterrey
2516,Cliente_2516,33,Otro,Puebla
2517,Cliente_2517,53,M,CDMX
2518,Cliente_2518,59,Otro,Monterrey
2519,Cliente_2519,31,F,CDMX
2520,Cliente_2520,62,Otro,Monterrey
2521,Cliente_2521,29,M,Guadalajara
2522,Cliente_2522,51,Otro,Tijuana
2523,Cliente_2523,69,Otro,Guadalajara
2524,Cliente_2524,47,M,CDMX
2525,Cliente_2525,42,M,CDMX
2526,Cliente_2526,51,Otro,Guadalajara
2527,Cliente_2527,64,Otro,Guadalajara
2528,Cliente_2528,55,M,Tijuana
2529,Cliente_2529,61,M,Guadalajara
2530,Cliente_2530,55,M,Puebla
2531,Cliente_2531,49,M,Monterrey
2532,Cliente_2532,51,Otro,Puebla
2533,Cliente_2533,64,M,Puebla
2534,Cliente_2534,58,M,CDMX
2535,Cliente_2535,65,M,CDMX
2536,Cliente_2536,53,F,Puebla
2537,Cliente_2537,50,M,CDMX
2538,Cliente_2538,59,F,CDMX
2539,Cliente_2539,28,Otro,Guadalajara
2540,Cliente_2540,65,F,CDMX
2541,Cliente_2541,62,Otro,CDMX
2542,Cliente_2542,37,M,Guadalajara
2543,Cliente_2543,36,M,CDMX
2544,Cliente_2544,60,F,CDMX
2545,Cliente_2545,59,Otro,Tijuana
2546,Cliente_2546,34,Otro,Puebla
2547,Cliente_2547,38,F,Guadalajara
2548,Cliente_2548,35,F,Monterrey
2549,Cliente_2549,22,Otro,Puebla
2550,Cliente_2550,37,F,CDMX
2551,Cliente_2551,64,F,Monterrey
2552,Cliente_2552,61,F,Puebla
2553,Cliente_2553,48,M,Monterrey
2554,Cliente_2554,22,F,Monterrey
2555,Cliente_2555,61,M,Monterrey
2556,Cliente_2556,32,Otro,Tijuana
2557,Cliente_2557,65,F,Guadalajara
2558,Cliente_2558,62,F,Puebla
2559,Cliente_2559,32,F,Guadalajara
2560,Cliente_2560,23,M,Monterrey
2561,Cliente_2561,42,F,Tijuana
2562,Cliente_2562,25,Otro,Puebla
2563,Cliente_2563,23,Otro,Tijuana
2564,Cliente_2564,51,M,Tijuana
2565,Cliente_2565,45,Otro,CDMX
2566,Cliente_2566,26,F,Puebla
2567,Cliente_2567,43,F,Puebla
2568,Cliente_2568,23,F,CDMX
2569,Cliente_2569,69,M,CDMX
2570,Cliente_2570,54,M,Tijuana
2571,Cliente_2571,49,M,CDMX
2572,Cliente_2572,55,F,Tijuana
2573,Cliente_2573,50,Otro,CDMX
2574,Cliente_2574,20,Otro,CDMX
2575,Cliente_2575,46,Otro,Monterrey
2576,Cliente_2576,67,M,Tijuana
2577,Cliente_2577,28,Otro,Monterrey
2579,Cliente_2579,56,Otro,Tijuana
2580,Cliente_2580,18,M,Puebla
2581,Cliente_2581,36,Otro,Monterrey
2582,Cliente_2582,38,M,Tijuana
2583,Cliente_2583,19,M,Monterrey
2584,Cliente_2584,25,Otro,Guadalajara
2585,Cliente_2585,50,F,CDMX
2586,Cliente_2586,18,F,CDMX
2587,Cliente_2587,67,F,Monterrey
2588,Cliente_2588,60,F,Puebla
2589,Cliente_2589,69,F,Guadalajara
2590,Cliente_2590,36,M,Puebla
2591,Cliente_2591,21,F,Puebla
2592,Cliente_2592,58,M,CDMX
2593,Cliente_2593,66,M,Puebla
2594,Cliente_2594,55,F,Guadalajara
2595,Cliente_2595,20,Otro,Puebla
2596,Cliente_2596,56,M,Guadalajara
2597,Cliente_2597,58,M,CDMX
2598,Cliente_2598,51,F,Monterrey
2599,Cliente_2599,63,F,Tijuana
2600,Cliente_2600,27,M,Puebla
2601,Cliente_2601,55,Otro,CDMX
2602,Cliente_2602,24,M,Puebla
2603,Cliente_2603,64,Otro,Guadalajara
2604,Cliente_2604,25,Otro,Puebla
2605,Cliente_2605,60,F,Puebla
2607,Cliente_2607,51,M,Puebla
2608,Cliente_2608,25,M,Puebla
2609,Cliente_2609,24,F,CDMX
2610,Cliente_2610,69,M,CDMX
2611,Cliente_2611,20,Otro,Tijuana
2612,Cliente_2612,45,Otro,Tijuana
2613,Cliente_2613,67,Otro,Monterrey
2614,Cliente_2614,52,Otro,Puebla
2615,Cliente_2615,56,Otro,Puebla
2616,Cliente_2616,41,F,Tijuana
2617,Cliente_2617,62,F,Monterrey
2619,Cliente_2619,62,F,Tijuana
2620,Cliente_2620,62,F,Tijuana
2621,Cliente_2621,68,Otro,Guadalajara
2622,Cliente_2622,24,Otro,Guadalajara
2623,Cliente_2623,60,M,Tijuana
2624,Cliente_2624,39,Otro,Guadalajara
2625,Cliente_2625,37,Otro,CDMX
2626,Cliente_2626,36,F,CDMX
2627,Cliente_2627,22,Otro,Monterrey
2628,Cliente_2628,35,Otro,CDMX
2629,Cliente_2629,58,Otro,Monterrey
2630,Cliente_2630,58,M,Puebla
2631,Cliente_2631,27,M,Monterrey
2632,Cliente_2632,49,F,Tijuana
2633,Cliente_2633,25,F,Puebla
2634,Cliente_2634,37,Otro,CDMX
2636,Cliente_2636,19,M,Guadalajara
2637,Cliente_2637,62,Otro,CDMX
2638,Cliente_2638,26,M,Tijuana
2639,Cliente_2639,49,Otro,Tijuana
2640,Cliente_2640,35,Otro,Guadalajara
2641,Cliente_2641,45,F,CDMX
2642,Cliente_2642,44,Otro,CDMX
2643,Cliente_2643,21,F,Guadalajara
2644,Cliente_2644,29,M,Puebla
2646,Cliente_2646,45,M,Guadalajara
2647,Cliente_2647,56,M,Guadalajara
2648,Cliente_2648,35,Otro,Monterrey
2649,Cliente_2649,46,F,Puebla
2650,Cliente_2650,53,M,CDMX
2651,Cliente_2651,63,F,Puebla
2652,Cliente_2652,69,F,Tijuana
2653,Cliente_2653,69,Otro,Puebla
2654,Cliente_2654,68,M,Monterrey
2655,Cliente_2655,37,M,CDMX
2656,Cliente_2656,28,M,Puebla
2657,Cliente_2657,35,F,Guadalajara
2658,Cliente_2658,59,F,Puebla
2659,Cliente_2659,24,F,Monterrey
2660,Cliente_2660,34,M,Guadalajara
2661,Cliente_2661,35,M,Tijuana
2662,Cliente_2662,42,F,Guadalajara
2663,Cliente_2663,36,Otro,Puebla
2664,Cliente_2664,56,F,Guadalajara
2665,Cliente_2665,31,Otro,Monterrey
2666,Cliente_2666,37,F,Guadalajara
2667,Cliente_2667,27,F,Puebla
2668,Cliente_2668,53,M,CDMX
2669,Cliente_2669,41,F,Tijuana
2670,Cliente_2670,48,F,Tijuana
2671,Cliente_2671,56,M,Puebla
2672,Cliente_2672,32,M,CDMX
2673,Cliente_2673,62,F,Guadalajara
2674,Cliente_2674,64,Otro,Tijuana
2675,Cliente_2675,20,F,Guadalajara
2676,Cliente_2676,27,Otro,Tijuana
2677,Cliente_2677,28,F,Tijuana
2678,Cliente_2678,34,Otro,Monterrey
2679,Cliente_2679,37,F,Tijuana
2680,Cliente_2680,27,F,Puebla
2681,Cliente_2681,22,F,Puebla
2682,Cliente_2682,62,Otro,Guadalajara
2683,Cliente_2683,58,M,CDMX
2684,Cliente_2684,26,M,Guadalajara
2685,Cliente_2685,50,Otro,Puebla
2686,Cliente_2686,53,F,Tijuana
2687,Cliente_2687,52,F,Tijuana
2688,Cliente_2688,29,M,Puebla
2689,Cliente_2689,41,Otro,CDMX
2690,Cliente_2690,69,Otro,Monterrey
2691,Cliente_2691,44,Otro,Guadalajara
2692,Cliente_2692,67,F,Puebla
2693,Cliente_2693,43,Otro,Guadalajara
2694,Cliente_2694,61,Otro,Puebla
2695,Cliente_2695,48,M,Tijuana
2696,Cliente_2696,32,F,CDMX
2697,Cliente_2697,41,F,Puebla
2698,Cliente_2698,59,Otro,Puebla
2699,Cliente_2699,59,F,Puebla
2700,Cliente_2700,54,F,Guadalajara
2701,Cliente_2701,33,M,CDMX
2702,Cliente_2702,28,Otro,Monterrey
2703,Cliente_2703,29,Otro,Guadalajara
2704,Cliente_2704,35,F,Monterrey
2705,Cliente_2705,34,Otro,Monterrey
2706,Cliente_2706,30,M,CDMX
2707,Cliente_2707,33,Otro,Tijuana
2708,Cliente_2708,69,M,Tijuana
2709,Cliente_2709,18,M,Tijuana
2711,Cliente_2711,63,Otro,Guadalajara
2712,Cliente_2712,35,F,CDMX
2713,Cliente_2713,66,M,Puebla
2714,Cliente_2714,44,F,Puebla
2715,Cliente_2715,19,M,Monterrey
2716,Cliente_2716,35,M,Guadalajara
2717,Cliente_2717,47,Otro,CDMX
2718,Cliente_2718,30,Otro,Guadalajara
2719,Cliente_2719,61,Otro,CDMX
2720,Cliente_2720,45,Otro,Monterrey
2722,Cliente_2722,38,Otro,Tijuana
2723,Cliente_2723,21,F,Tijuana
2724,Cliente_2724,50,F,Puebla
2725,Cliente_2725,28,M,CDMX
2726,Cliente_2726,63,M,Puebla
2727,Cliente_2727,55,Otro,Guadalajara
2728,Cliente_2728,29,F,Tijuana
2729,Cliente_2729,21,Otro,Puebla
2730,Cliente_2730,20,M,Puebla
2731,Cliente_2731,20,M,Tijuana
2732,Cliente_2732,31,Otro,Guadalajara
2733,Cliente_2733,41,F,Tijuana
2734,Cliente_2734,47,F,Monterrey
2735,Cliente_2735,67,Otro,CDMX
2736,Cliente_2736,22,Otro,Monterrey
2737,Cliente_2737,30,Otro,Tijuana
2738,Cliente_2738,27,Otro,Puebla
2739,Cliente_2739,46,F,Guadalajara
2740,Cliente_2740,47,F,Guadalajara
2741,Cliente_2741,65,Otro,Puebla
2742,Cliente_2742,30,M,Tijuana
2743,Cliente_2743,62,M,Tijuana
2744,Cliente_2744,26,F,Puebla
2745,Cliente_2745,51,Otro,Puebla
2746,Cliente_2746,64,Otro,Puebla
2747,Cliente_2747,39,F,Tijuana
2748,Cliente_2748,53,M,Monterrey
2749,Cliente_2749,58,M,Monterrey
2750,Cliente_2750,54,M,Guadalajara
2753,Cliente_2753,67,F,CDMX
2754,Cliente_2754,20,M,Guadalajara
2755,Cliente_2755,34,F,CDMX
2756,Cliente_2756,33,Otro,Puebla
2757,Cliente_2757,45,Otro,Puebla
2758,Cliente_2758,51,M,Puebla
2759,Cliente_2759,28,M,Puebla
2760,Cliente_2760,21,M,Monterrey
2761,Cliente_2761,41,Otro,Monterrey
2762,Cliente_2762,43,M,Tijuana
2763,Cliente_2763,49,Otro,Monterrey
2764,Cliente_2764,62,F,Guadalajara
2765,Cliente_2765,41,F,CDMX
2766,Cliente_2766,67,Otro,Puebla
2768,Cliente_2768,26,M,Tijuana
2769,Cliente_2769,35,Otro,Monterrey
2770,Cliente_2770,33,M,Monterrey
2771,Cliente_2771,22,M,Monterrey
2772,Cliente_2772,49,M,Monterrey
2774,Cliente_2774,37,M,CDMX
2775,Cliente_2775,22,Otro,Guadalajara
2776,Cliente_2776,64,M,CDMX
2777,Cliente_2777,60,Otro,Guadalajara
2778,Cliente_2778,25,M,Puebla
2779,Cliente_2779,29,M,CDMX
2780,Cliente_2780,24,Otro,CDMX
2781,Cliente_2781,44,M,Guadalajara
2782,Cliente_2782,32,M,Tijuana
2783,Cliente_2783,49,Otro,Monterrey
2784,Cliente_2784,30,M,Puebla
2785,Cliente_2785,29,F,Guadalajara
2786,Cliente_2786,50,M,Tijuana
2787,Cliente_2787,22,Otro,Tijuana
2788,Cliente_2788,68,M,Tijuana
2789,Cliente_2789,22,F,CDMX
2790,Cliente_2790,46,M,Puebla
2791,Cliente_2791,29,M,Monterrey
2792,Cliente_2792,24,M,CDMX
2793,Cliente_2793,64,F,Monterrey
2794,Cliente_2794,51,M,Tijuana
2795,Cliente_2795,31,Otro,CDMX
2796,Cliente_2796,21,F,CDMX
2797,Cliente_2797,45,M,Tijuana
2798,Cliente_2798,26,Otro,CDMX
2799,Cliente_2799,24,M,Monterrey
2800,Cliente_2800,20,Otro,Puebla
2801,Cliente_2801,23,Otro,Puebla
2802,Cliente_2802,57,M,Guadalajara
2803,Cliente_2803,64,F,CDMX
2804,Cliente_2804,38,F,Puebla
2805,Cliente_2805,37,Otro,CDMX
2806,Cliente_2806,64,M,Puebla
2807,Cliente_2807,27,Otro,Guadalajara
2808,Cliente_2808,67,F,Puebla
2809,Cliente_2809,25,M,CDMX
2810,Cliente_2810,57,M,Puebla
2811,Cliente_2811,29,Otro,Puebla
2812,Cliente_2812,65,F,Monterrey
2813,Cliente_2813,53,M,Guadalajara
2814,Cliente_2814,38,M,Monterrey
2815,Cliente_2815,54,F,Monterrey
2816,Cliente_2816,63,F,Monterrey
2817,Cliente_2817,34,M,Puebla
2819,Cliente_2819,67,F,Tijuana
2820,Cliente_2820,29,Otro,CDMX
2821,Cliente_2821,66,Otro,Tijuana
2822,Cliente_2822,36,F,Monterrey
2823,Cliente_2823,31,M,Tijuana
2824,Cliente_2824,50,F,Puebla
2825,Cliente_2825,22,Otro,Tijuana
2826,Cliente_2826,42,F,Guadalajara
2827,Cliente_2827,25,Otro,Guadalajara
2828,Cliente_2828,51,M,Tijuana
2829,Cliente_2829,41,M,CDMX
2830,Cliente_2830,31,M,Guadalajara
2831,Cliente_2831,67,F,Monterrey
2832,Cliente_2832,29,Otro,Guadalajara
2833,Cliente_2833,47,F,Tijuana
2834,Cliente_2834,19,Otro,Guadalajara
2835,Cliente_2835,68,F,Monterrey
2836,Cliente_2836,48,F,Puebla
2837,Cliente_2837,24,Otro,Puebla
2838,Cliente_2838,64,Otro,CDMX
2839,Cliente_2839,69,F,Guadalajara
2840,Cliente_2840,60,M,CDMX
2841,Cliente_2841,23,M,Monterrey
2842,Cliente_2842,39,F,Tijuana
2843,Cliente_2843,68,Otro,Puebla
2844,Cliente_2844,68,Otro,Tijuana
2845,Cliente_2845,27,Otro,Monterrey
2846,Cliente_2846,36,Otro,CDMX
2847,Cliente_2847,24,M,Tijuana
2848,Cliente_2848,67,Otro,Monterrey
2849,Cliente_2849,51,M,Guadalajara
2850,Cliente_2850,68,M,Monterrey
2851,Cliente_2851,51,F,Tijuana
2852,Cliente_2852,67,F,Tijuana
2853,Cliente_2853,35,Otro,Puebla
2854,Cliente_2854,38,Otro,Tijuana
2855,Cliente_2855,60,M,CDMX
2856,Cliente_2856,35,Otro,Puebla
2857,Cliente_2857,26,F,CDMX
2858,Cliente_2858,35,Otro,Puebla
2859,Cliente_2859,37,Otro,Monterrey
2860,Cliente_2860,40,Otro,Puebla
2861,Cliente_2861,63,Otro,Guadalajara
2862,Cliente_2862,28,M,Puebla
2863,Cliente_2863,67,M,Tijuana
2864,Cliente_2864,61,M,Guadalajara
2865,Cliente_2865,31,M,Puebla
2866,Cliente_2866,40,F,Guadalajara
2867,Cliente_2867,23,F,Tijuana
2868,Cliente_2868,27,Otro,Monterrey
2869,Cliente_2869,57,M,CDMX
2870,Cliente_2870,52,F,Guadalajara
2871,Cliente_2871,67,F,Monterrey
2872,Cliente_2872,19,Otro,Puebla
2873,Cliente_2873,42,Otro,Puebla
2874,Cliente_2874,42,Otro,Monterrey
2875,Cliente_2875,63,M,Monterrey
2876,Cliente_2876,31,M,Monterrey
2877,Cliente_2877,22,M,Puebla
2878,Cliente_2878,61,Otro,Monterrey
2879,Cliente_2879,22,Otro,Guadalajara
2880,Cliente_2880,47,M,CDMX
2882,Cliente_2882,31,Otro,Guadalajara
2883,Cliente_2883,37,F,Tijuana
2884,Cliente_2884,58,M,Guadalajara
2885,Cliente_2885,51,M,Tijuana
2886,Cliente_2886,45,Otro,CDMX
2887,Cliente_2887,19,Otro,Guadalajara
2888,Cliente_2888,18,M,CDMX
2889,Cliente_2889,44,M,Tijuana
2890,Cliente_2890,53,F,Tijuana
2891,Cliente_2891,56,Otro,Guadalajara
2892,Cliente_2892,48,Otro,Tijuana
2893,Cliente_2893,35,M,Puebla
2894,Cliente_2894,33,F,Tijuana
2895,Cliente_2895,26,Otro,Puebla
2896,Cliente_2896,64,Otro,Guadalajara
2897,Cliente_2897,62,M,CDMX
2898,Cliente_2898,63,Otro,Guadalajara
2899,Cliente_2899,40,M,Guadalajara
2900,Cliente_2900,19,Otro,CDMX
2901,Cliente_2901,28,M,Tijuana
2902,Cliente_2902,50,F,Guadalajara
2903,Cliente_2903,50,M,Tijuana
2904,Cliente_2904,20,M,Tijuana
2905,Cliente_2905,65,F,Puebla
2906,Cliente_2906,22,F,Guadalajara
2907,Cliente_2907,63,Otro,Monterrey
2908,Cliente_2908,50,Otro,Tijuana
2909,Cliente_2909,55,Otro,Puebla
2910,Cliente_2910,56,F,Guadalajara
2911,Cliente_2911,44,M,Puebla
2912,Cliente_2912,41,F,Monterrey
2913,Cliente_2913,46,F,Tijuana
2914,Cliente_2914,34,Otro,Monterrey
2915,Cliente_2915,45,M,CDMX
2916,Cliente_2916,53,Otro,Guadalajara
2917,Cliente_2917,34,M,CDMX
2918,Cliente_2918,29,Otro,Puebla
2919,Cliente_2919,52,F,Puebla
2920,Cliente_2920,37,M,Puebla
2921,Cliente_2921,30,M,Monterrey
2922,Cliente_2922,36,Otro,CDMX
2923,Cliente_2923,33,M,Monterrey
2924,Cliente_2924,45,M,Monterrey
2925,Cliente_2925,42,M,Tijuana
2926,Cliente_2926,21,F,Monterrey
2927,Cliente_2927,52,F,Puebla
2928,Cliente_2928,53,Otro,CDMX
2929,Cliente_2929,62,Otro,Guadalajara
2930,Cliente_2930,48,F,Monterrey
2931,Cliente_2931,58,Otro,Puebla
2932,Cliente_2932,61,M,Tijuana
2933,Cliente_2933,32,Otro,Monterrey
2934,Cliente_2934,46,F,Tijuana
2935,Cliente_2935,20,M,CDMX
2936,Cliente_2936,26,Otro,Puebla
2937,Cliente_2937,58,F,Monterrey
2938,Cliente_2938,38,Otro,Guadalajara
2939,Cliente_2939,44,F,Puebla
2940,Cliente_2940,64,M,Tijuana
2941,Cliente_2941,64,F,Guadalajara
2942,Cliente_2942,42,Otro,Guadalajara
2943,Cliente_2943,66,F,Puebla
2944,Cliente_2944,62,F,Tijuana
2945,Cliente_2945,40,M,Monterrey
2946,Cliente_2946,28,M,CDMX
2947,Cliente_2947,56,M,Puebla
2948,Cliente_2948,20,F,Guadalajara
2949,Cliente_2949,53,F,Tijuana
2950,Cliente_2950,29,M,Monterrey
2951,Cliente_2951,68,F,Guadalajara
2952,Cliente_2952,66,F,Puebla
2953,Cliente_2953,34,F,Monterrey
2954,Cliente_2954,26,Otro,Tijuana
2955,Cliente_2955,43,F,Guadalajara
2956,Cliente_2956,49,M,Tijuana
2957,Cliente_2957,28,F,Tijuana
2958,Cliente_2958,35,F,CDMX
2959,Cliente_2959,30,Otro,Puebla
2960,Cliente_2960,48,F,Tijuana
2961,Cliente_2961,31,F,Tijuana
2962,Cliente_2962,62,M,Tijuana
2963,Cliente_2963,53,Otro,Guadalajara
2964,Cliente_2964,34,Otro,Tijuana
2965,Cliente_2965,30,F,Guadalajara
2966,Cliente_2966,32,M,Puebla
2967,Cliente_2967,20,M,Monterrey
2968,Cliente_2968,55,Otro,Puebla
2969,Cliente_2969,58,F,CDMX
2970,Cliente_2970,43,F,CDMX
2971,Cliente_2971,31,Otro,Puebla
2972,Cliente_2972,60,Otro,Guadalajara
2973,Cliente_2973,31,F,Monterrey
2974,Cliente_2974,60,Otro,Tijuana
2975,Cliente_2975,54,F,Guadalajara
2976,Cliente_2976,54,M,Tijuana
2977,Cliente_2977,28,F,CDMX
2978,Cliente_2978,43,F,CDMX
2979,Cliente_2979,33,Otro,Monterrey
2980,Cliente_2980,62,Otro,Monterrey
2981,Cliente_2981,44,F,CDMX
2982,Cliente_2982,56,Otro,Monterrey
2983,Cliente_2983,56,M,CDMX
2984,Cliente_2984,41,M,Guadalajara
2985,Cliente_2985,60,M,Tijuana
2986,Cliente_2986,31,Otro,Puebla
2987,Cliente_2987,41,Otro,Tijuana
2988,Cliente_2988,34,M,Monterrey
2989,Cliente_2989,44,Otro,Monterrey
2990,Cliente_2990,18,F,Tijuana
2991,Cliente_2991,53,F,Puebla
2992,Cliente_2992,33,Otro,Guadalajara
2993,Cliente_2993,67,F,CDMX
2994,Cliente_2994,43,M,CDMX
2995,Cliente_2995,34,M,Puebla
2996,Cliente_2996,23,Otro,Monterrey
2997,Cliente_2997,49,Otro,CDMX
2998,Cliente_2998,30,Otro,Monterrey
2999,Cliente_2999,45,F,Guadalajara
3000,Cliente_3000,55,Otro,Tijuana
3001,Cliente_3001,33,M,Puebla
3002,Cliente_3002,68,F,Puebla
3003,Cliente_3003,48,M,CDMX
3004,Cliente_3004,54,F,Guadalajara
3005,Cliente_3005,47,F,CDMX
3006,Cliente_3006,65,M,CDMX
3007,Cliente_3007,60,M,Tijuana
3008,Cliente_3008,48,F,Guadalajara
3009,Cliente_3009,58,F,Monterrey
3010,Cliente_3010,33,Otro,Puebla
3011,Cliente_3011,30,F,CDMX
