envio_id,venta_id,fecha_envio,proveedor_id,estado_envio
29016,486089,2026-04-24 23:00:00,13,En tránsito
29017,153487,2026-04-25 00:00:00,109,Cancelado
29018,167630,2026-04-25 01:00:00,27,Retrasado
29019,108650,2026-04-25 02:00:00,118,Retrasado
29020,425825,2026-04-25 03:00:00,45,Cancelado
29021,100794,2026-04-25 04:00:00,166,Cancelado
29022,260723,2026-04-25 05:00:00,79,Cancelado
29023,196444,2026-04-25 06:00:00,147,Retrasado
29025,230545,2026-04-25 08:00:00,169,Entregado
29026,181623,2026-04-25 09:00:00,72,En tránsito
29028,29115,2026-04-25 11:00:00,159,En tránsito
29029,128733,2026-04-25 12:00:00,120,Cancelado
29030,246345,2026-04-25 13:00:00,192,Cancelado
29031,77079,2026-04-25 14:00:00,120,Cancelado
29032,64411,2026-04-25 15:00:00,109,Cancelado
29033,38071,2026-04-25 16:00:00,99,Entregado
29034,153714,2026-04-25 17:00:00,19,Cancelado
29035,75415,2026-04-25 18:00:00,184,Entregado
29036,172256,2026-04-25 19:00:00,102,En tránsito
29037,492069,2026-04-25 20:00:00,33,En tránsito
29039,262082,2026-04-25 22:00:00,85,Cancelado
29040,155724,2026-04-25 23:00:00,59,En tránsito
29042,455588,2026-04-26 01:00:00,105,Entregado
29043,308956,2026-04-26 02:00:00,41,Cancelado
29045,245701,2026-04-26 04:00:00,70,En tránsito
29046,115084,2026-04-26 05:00:00,106,En tránsito
29047,131206,2026-04-26 06:00:00,196,Retrasado
29049,445516,2026-04-26 08:00:00,164,Retrasado
29051,363118,2026-04-26 10:00:00,37,En tránsito
29053,317695,2026-04-26 12:00:00,153,Cancelado
29054,341116,2026-04-26 13:00:00,7,En tránsito
29055,166608,2026-04-26 14:00:00,97,Retrasado
29056,371796,2026-04-26 15:00:00,196,Entregado
29057,487141,2026-04-26 16:00:00,20,Entregado
29059,460130,2026-04-26 18:00:00,82,Entregado
29060,181388,2026-04-26 19:00:00,163,En tránsito
29061,388785,2026-04-26 20:00:00,84,Retrasado
29062,397160,2026-04-26 21:00:00,158,Cancelado
29063,328691,2026-04-26 22:00:00,103,Entregado
29065,208370,2026-04-27 00:00:00,118,Retrasado
29066,321403,2026-04-27 01:00:00,121,Retrasado
29067,330122,2026-04-27 02:00:00,145,En tránsito
29068,419611,2026-04-27 03:00:00,83,Retrasado
29069,163318,2026-04-27 04:00:00,120,Entregado
29070,421264,2026-04-27 05:00:00,172,En tránsito
29071,253299,2026-04-27 06:00:00,112,Retrasado
29072,192918,2026-04-27 07:00:00,103,Entregado
29073,161056,2026-04-27 08:00:00,197,Cancelado
29074,456122,2026-04-27 09:00:00,4,En tránsito
29075,499528,2026-04-27 10:00:00,104,Retrasado
29077,29615,2026-04-27 12:00:00,29,Entregado
29078,192889,2026-04-27 13:00:00,162,En tránsito
29079,206169,2026-04-27 14:00:00,93,Retrasado
29080,152415,2026-04-27 15:00:00,70,Retrasado
29081,139322,2026-04-27 16:00:00,61,Entregado
29082,271935,2026-04-27 17:00:00,80,Entregado
29085,178047,2026-04-27 20:00:00,160,Retrasado
29086,321000,2026-04-27 21:00:00,184,Entregado
29087,373310,2026-04-27 22:00:00,39,Cancelado
29088,161212,2026-04-27 23:00:00,32,Cancelado
29089,322101,2026-04-28 00:00:00,177,En tránsito
29090,290753,2026-04-28 01:00:00,141,Retrasado
29091,434770,2026-04-28 02:00:00,113,Retrasado
29092,81553,2026-04-28 03:00:00,19,Retrasado
29093,376982,2026-04-28 04:00:00,139,Retrasado
29094,199294,2026-04-28 05:00:00,179,En tránsito
29097,325944,2026-04-28 08:00:00,193,Retrasado
29098,256303,2026-04-28 09:00:00,107,En tránsito
29099,420883,2026-04-28 10:00:00,106,En tránsito
29100,213317,2026-04-28 11:00:00,111,Cancelado
29101,333879,2026-04-28 12:00:00,161,Retrasado
29102,438180,2026-04-28 13:00:00,158,Cancelado
29103,159572,2026-04-28 14:00:00,17,Entregado
29104,14358,2026-04-28 15:00:00,24,Retrasado
29105,44131,2026-04-28 16:00:00,30,Cancelado
29106,407390,2026-04-28 17:00:00,199,En tránsito
29107,451290,2026-04-28 18:00:00,131,Entregado
29108,100653,2026-04-28 19:00:00,40,Entregado
29109,238705,2026-04-28 20:00:00,104,Entregado
29110,14509,2026-04-28 21:00:00,32,Retrasado
29112,130373,2026-04-28 23:00:00,44,Entregado
29113,294464,2026-04-29 00:00:00,165,Retrasado
29114,351372,2026-04-29 01:00:00,142,En tránsito
29115,471491,2026-04-29 02:00:00,185,Cancelado
29116,178097,2026-04-29 03:00:00,195,Cancelado
29117,237197,2026-04-29 04:00:00,167,En tránsito
29118,372570,2026-04-29 05:00:00,88,Retrasado
29119,383871,2026-04-29 06:00:00,67,En tránsito
29120,413823,2026-04-29 07:00:00,9,Cancelado
29121,94010,2026-04-29 08:00:00,23,Entregado
29123,353446,2026-04-29 10:00:00,29,En tránsito
29124,295846,2026-04-29 11:00:00,104,Entregado
29125,124963,2026-04-29 12:00:00,83,Cancelado
29126,106404,2026-04-29 13:00:00,173,En tránsito
29127,472648,2026-04-29 14:00:00,17,Cancelado
29128,134310,2026-04-29 15:00:00,152,Cancelado
29129,297535,2026-04-29 16:00:00,125,En tránsito
29130,291737,2026-04-29 17:00:00,33,Retrasado
29131,473901,2026-04-29 18:00:00,52,En tránsito
29133,106340,2026-04-29 20:00:00,86,En tránsito
29134,35584,2026-04-29 21:00:00,129,Cancelado
29135,464072,2026-04-29 22:00:00,158,En tránsito
29137,324308,2026-04-30 00:00:00,39,Cancelado
29138,327606,2026-04-30 01:00:00,1,En tránsito
29140,411362,2026-04-30 03:00:00,80,En tránsito
29142,455063,2026-04-30 05:00:00,68,Cancelado
29143,298202,2026-04-30 06:00:00,151,En tránsito
29144,239649,2026-04-30 07:00:00,77,Retrasado
29145,132068,2026-04-30 08:00:00,12,Entregado
29146,256812,2026-04-30 09:00:00,84,En tránsito
29147,449895,2026-04-30 10:00:00,182,En tránsito
29148,84591,2026-04-30 11:00:00,149,Entregado
29149,192430,2026-04-30 12:00:00,39,Retrasado
29150,322530,2026-04-30 13:00:00,30,Retrasado
29152,100956,2026-04-30 15:00:00,4,Cancelado
29153,160292,2026-04-30 16:00:00,120,Cancelado
29154,235806,2026-04-30 17:00:00,127,Cancelado
29155,16516,2026-04-30 18:00:00,115,Cancelado
29156,111346,2026-04-30 19:00:00,187,Retrasado
29157,303350,2026-04-30 20:00:00,26,Entregado
29158,449365,2026-04-30 21:00:00,74,Retrasado
29159,272883,2026-04-30 22:00:00,152,En tránsito
29160,74064,2026-04-30 23:00:00,87,Retrasado
29161,193078,2026-05-01 00:00:00,153,Cancelado
29162,405035,2026-05-01 01:00:00,167,Entregado
29166,196339,2026-05-01 05:00:00,72,Cancelado
29168,403796,2026-05-01 07:00:00,192,Cancelado
29169,149885,2026-05-01 08:00:00,33,En tránsito
29170,101922,2026-05-01 09:00:00,162,Cancelado
29171,429871,2026-05-01 10:00:00,128,Retrasado
29172,329242,2026-05-01 11:00:00,185,En tránsito
29174,66651,2026-05-01 13:00:00,44,Retrasado
29175,4491,2026-05-01 14:00:00,172,Retrasado
29176,149277,2026-05-01 15:00:00,192,En tránsito
29178,209161,2026-05-01 17:00:00,132,Entregado
29179,493701,2026-05-01 18:00:00,58,Retrasado
29180,456061,2026-05-01 19:00:00,190,Cancelado
29182,339372,2026-05-01 21:00:00,15,Cancelado
29183,25179,2026-05-01 22:00:00,98,En tránsito
29184,285047,2026-05-01 23:00:00,91,Retrasado
29185,170485,2026-05-02 00:00:00,119,En tránsito
29186,332483,2026-05-02 01:00:00,63,Entregado
29188,158421,2026-05-02 03:00:00,51,Cancelado
29189,255860,2026-05-02 04:00:00,85,Retrasado
29190,345851,2026-05-02 05:00:00,113,Retrasado
29193,477154,2026-05-02 08:00:00,137,En tránsito
29194,299387,2026-05-02 09:00:00,187,Cancelado
29195,410352,2026-05-02 10:00:00,165,En tránsito
29196,3039,2026-05-02 11:00:00,67,En tránsito
29197,191428,2026-05-02 12:00:00,78,Retrasado
29198,96524,2026-05-02 13:00:00,101,En tránsito
29200,326066,2026-05-02 15:00:00,172,Retrasado
29201,286091,2026-05-02 16:00:00,77,Cancelado
29203,145260,2026-05-02 18:00:00,19,Cancelado
29204,93906,2026-05-02 19:00:00,99,Retrasado
29205,36847,2026-05-02 20:00:00,89,Cancelado
29206,352500,2026-05-02 21:00:00,175,Entregado
29207,99781,2026-05-02 22:00:00,78,En tránsito
29209,108390,2026-05-03 00:00:00,104,Entregado
29210,442471,2026-05-03 01:00:00,137,En tránsito
29212,343146,2026-05-03 03:00:00,117,En tránsito
29213,321082,2026-05-03 04:00:00,18,Cancelado
29214,373083,2026-05-03 05:00:00,120,Retrasado
29216,64301,2026-05-03 07:00:00,172,Cancelado
29218,380262,2026-05-03 09:00:00,163,Cancelado
29219,167775,2026-05-03 10:00:00,129,Retrasado
29220,388643,2026-05-03 11:00:00,48,Cancelado
29221,306866,2026-05-03 12:00:00,91,Cancelado
29222,22720,2026-05-03 13:00:00,156,Entregado
29223,287640,2026-05-03 14:00:00,172,Retrasado
29225,5997,2026-05-03 16:00:00,39,Entregado
29226,149412,2026-05-03 17:00:00,151,En tránsito
29229,267517,2026-05-03 20:00:00,160,Cancelado
29230,34501,2026-05-03 21:00:00,142,Entregado
29231,292030,2026-05-03 22:00:00,113,En tránsito
29232,219081,2026-05-03 23:00:00,11,Retrasado
29233,476315,2026-05-04 00:00:00,187,Cancelado
29234,218608,2026-05-04 01:00:00,15,Retrasado
29235,128962,2026-05-04 02:00:00,96,Cancelado
29236,176000,2026-05-04 03:00:00,12,En tránsito
29237,373710,2026-05-04 04:00:00,178,Entregado
29238,8644,2026-05-04 05:00:00,157,En tránsito
29239,422709,2026-05-04 06:00:00,118,En tránsito
29240,273988,2026-05-04 07:00:00,185,Cancelado
29241,398291,2026-05-04 08:00:00,79,Entregado
29243,366507,2026-05-04 10:00:00,15,Entregado
29244,118092,2026-05-04 11:00:00,157,Retrasado
29245,97000,2026-05-04 12:00:00,116,Entregado
29246,100710,2026-05-04 13:00:00,87,Retrasado
29247,34458,2026-05-04 14:00:00,152,Retrasado
29249,419928,2026-05-04 16:00:00,141,Cancelado
29250,184530,2026-05-04 17:00:00,46,En tránsito
29251,163441,2026-05-04 18:00:00,86,Cancelado
29252,398228,2026-05-04 19:00:00,180,Cancelado
29254,243102,2026-05-04 21:00:00,188,Retrasado
29255,83280,2026-05-04 22:00:00,30,Retrasado
29257,274892,2026-05-05 00:00:00,179,Retrasado
29258,43354,2026-05-05 01:00:00,124,En tránsito
29259,68097,2026-05-05 02:00:00,68,Cancelado
29260,335988,2026-05-05 03:00:00,136,Entregado
29261,229743,2026-05-05 04:00:00,163,Retrasado
29262,427754,2026-05-05 05:00:00,194,Retrasado
29263,494407,2026-05-05 06:00:00,94,Entregado
29264,493760,2026-05-05 07:00:00,146,Cancelado
29265,94471,2026-05-05 08:00:00,198,Retrasado
29267,196217,2026-05-05 10:00:00,169,Retrasado
29269,438551,2026-05-05 12:00:00,180,Cancelado
29270,450585,2026-05-05 13:00:00,129,Cancelado
29271,459555,2026-05-05 14:00:00,175,En tránsito
29272,69641,2026-05-05 15:00:00,90,Entregado
29273,252527,2026-05-05 16:00:00,191,En tránsito
29274,427256,2026-05-05 17:00:00,16,Cancelado
29276,93260,2026-05-05 19:00:00,33,Entregado
29277,251705,2026-05-05 20:00:00,74,En tránsito
29278,199651,2026-05-05 21:00:00,147,Entregado
29279,230991,2026-05-05 22:00:00,171,En tránsito
29280,103397,2026-05-05 23:00:00,185,En tránsito
29281,56148,2026-05-06 00:00:00,178,Retrasado
29282,267169,2026-05-06 01:00:00,114,Cancelado
29283,330265,2026-05-06 02:00:00,69,Cancelado
29284,238327,2026-05-06 03:00:00,23,En tránsito
29285,64191,2026-05-06 04:00:00,51,Retrasado
29286,227352,2026-05-06 05:00:00,178,En tránsito
29287,473129,2026-05-06 06:00:00,122,Retrasado
29288,209878,2026-05-06 07:00:00,23,En tránsito
29290,167685,2026-05-06 09:00:00,160,Cancelado
29291,332931,2026-05-06 10:00:00,170,Cancelado
29295,12750,2026-05-06 14:00:00,178,Entregado
29296,208373,2026-05-06 15:00:00,146,Retrasado
29298,460339,2026-05-06 17:00:00,134,Entregado
29299,484381,2026-05-06 18:00:00,36,En tránsito
29300,78118,2026-05-06 19:00:00,51,Cancelado
29301,316744,2026-05-06 20:00:00,36,En tránsito
29302,456686,2026-05-06 21:00:00,60,Retrasado
29303,265538,2026-05-06 22:00:00,18,En tránsito
29304,357677,2026-05-06 23:00:00,57,En tránsito
29305,488010,2026-05-07 00:00:00,189,Retrasado
29306,361530,2026-05-07 01:00:00,91,En tránsito
29307,305408,2026-05-07 02:00:00,121,Entregado
29308,258988,2026-05-07 03:00:00,15,Cancelado
29309,60212,2026-05-07 04:00:00,177,Cancelado
29310,370395,2026-05-07 05:00:00,57,En tránsito
29311,333833,2026-05-07 06:00:00,14,Cancelado
29312,87328,2026-05-07 07:00:00,179,Cancelado
29315,218218,2026-05-07 10:00:00,199,Cancelado
29316,425410,2026-05-07 11:00:00,189,Cancelado
29317,42379,2026-05-07 12:00:00,198,Retrasado
29318,477580,2026-05-07 13:00:00,100,En tránsito
29320,293017,2026-05-07 15:00:00,50,Cancelado
29321,205802,2026-05-07 16:00:00,184,En tránsito
29322,403313,2026-05-07 17:00:00,22,Retrasado
29323,92605,2026-05-07 18:00:00,139,Cancelado
29324,84200,2026-05-07 19:00:00,122,Cancelado
29325,499570,2026-05-07 20:00:00,17,En tránsito
29326,99619,2026-05-07 21:00:00,41,Retrasado
29327,330227,2026-05-07 22:00:00,169,Entregado
29328,419121,2026-05-07 23:00:00,38,Entregado
29329,360685,2026-05-08 00:00:00,64,Cancelado
29330,498524,2026-05-08 01:00:00,193,En tránsito
29333,59179,2026-05-08 04:00:00,137,Entregado
29334,229339,2026-05-08 05:00:00,4,Cancelado
29335,410476,2026-05-08 06:00:00,116,Cancelado
29336,480970,2026-05-08 07:00:00,185,En tránsito
29338,341359,2026-05-08 09:00:00,166,Cancelado
29339,382462,2026-05-08 10:00:00,29,En tránsito
29340,393988,2026-05-08 11:00:00,49,Entregado
29342,197330,2026-05-08 13:00:00,28,Retrasado
29343,65129,2026-05-08 14:00:00,139,Entregado
29344,140510,2026-05-08 15:00:00,168,Entregado
29345,3746,2026-05-08 16:00:00,21,Retrasado
29346,224356,2026-05-08 17:00:00,62,Cancelado
29349,135751,2026-05-08 20:00:00,132,Entregado
29350,147461,2026-05-08 21:00:00,88,En tránsito
29351,166582,2026-05-08 22:00:00,140,En tránsito
29352,89283,2026-05-08 23:00:00,20,Entregado
29353,188950,2026-05-09 00:00:00,75,En tránsito
29354,349334,2026-05-09 01:00:00,167,En tránsito
29355,194750,2026-05-09 02:00:00,74,Entregado
29357,366429,2026-05-09 04:00:00,160,Cancelado
29358,122574,2026-05-09 05:00:00,161,Retrasado
29359,149713,2026-05-09 06:00:00,24,Entregado
29360,310090,2026-05-09 07:00:00,60,Cancelado
29361,291521,2026-05-09 08:00:00,189,Retrasado
29362,474215,2026-05-09 09:00:00,161,En tránsito
29363,114801,2026-05-09 10:00:00,78,Cancelado
29364,351835,2026-05-09 11:00:00,83,En tránsito
29365,349970,2026-05-09 12:00:00,126,Retrasado
29367,262955,2026-05-09 14:00:00,181,Retrasado
29368,80124,2026-05-09 15:00:00,33,Retrasado
29369,83751,2026-05-09 16:00:00,58,Cancelado
29370,361587,2026-05-09 17:00:00,177,Retrasado
29371,390926,2026-05-09 18:00:00,101,En tránsito
29372,329890,2026-05-09 19:00:00,94,Cancelado
29375,400140,2026-05-09 22:00:00,181,En tránsito
29376,459019,2026-05-09 23:00:00,107,Retrasado
29377,419875,2026-05-10 00:00:00,153,Entregado
29378,191665,2026-05-10 01:00:00,99,Entregado
29379,52004,2026-05-10 02:00:00,44,Retrasado
29380,100132,2026-05-10 03:00:00,178,Cancelado
29381,378482,2026-05-10 04:00:00,129,Cancelado
29382,286371,2026-05-10 05:00:00,4,Retrasado
29383,297309,2026-05-10 06:00:00,196,En tránsito
29386,299272,2026-05-10 09:00:00,11,Retrasado
29387,175614,2026-05-10 10:00:00,191,En tránsito
29388,443386,2026-05-10 11:00:00,119,Retrasado
29389,267803,2026-05-10 12:00:00,159,Retrasado
29390,299138,2026-05-10 13:00:00,182,Retrasado
29391,264308,2026-05-10 14:00:00,191,En tránsito
29393,218507,2026-05-10 16:00:00,43,Entregado
29394,343397,2026-05-10 17:00:00,132,Retrasado
29395,476116,2026-05-10 18:00:00,55,Entregado
29396,492924,2026-05-10 19:00:00,74,Cancelado
29398,223272,2026-05-10 21:00:00,135,Retrasado
29399,71856,2026-05-10 22:00:00,65,Entregado
29400,310912,2026-05-10 23:00:00,189,Entregado
29401,198736,2026-05-11 00:00:00,35,En tránsito
29402,343189,2026-05-11 01:00:00,146,Cancelado
29403,139561,2026-05-11 02:00:00,85,Cancelado
29404,433149,2026-05-11 03:00:00,194,En tránsito
29405,361324,2026-05-11 04:00:00,199,Entregado
29406,164423,2026-05-11 05:00:00,45,Entregado
29407,61524,2026-05-11 06:00:00,120,Cancelado
29408,185349,2026-05-11 07:00:00,102,Retrasado
29410,29954,2026-05-11 09:00:00,10,Entregado
29411,146320,2026-05-11 10:00:00,32,En tránsito
29412,382659,2026-05-11 11:00:00,37,En tránsito
29413,384075,2026-05-11 12:00:00,144,En tránsito
29415,220419,2026-05-11 14:00:00,106,Entregado
29416,426439,2026-05-11 15:00:00,167,Retrasado
29417,123320,2026-05-11 16:00:00,23,Entregado
29418,497650,2026-05-11 17:00:00,26,Entregado
29419,166526,2026-05-11 18:00:00,185,En tránsito
29420,293967,2026-05-11 19:00:00,19,Retrasado
29421,302132,2026-05-11 20:00:00,34,En tránsito
29422,260775,2026-05-11 21:00:00,158,Retrasado
29423,147027,2026-05-11 22:00:00,20,Retrasado
29424,246740,2026-05-11 23:00:00,37,Cancelado
29425,414429,2026-05-12 00:00:00,145,Cancelado
29426,47942,2026-05-12 01:00:00,137,En tránsito
29427,328841,2026-05-12 02:00:00,196,En tránsito
29428,161448,2026-05-12 03:00:00,40,Cancelado
29430,175371,2026-05-12 05:00:00,63,En tránsito
29431,176120,2026-05-12 06:00:00,81,Retrasado
29432,163772,2026-05-12 07:00:00,39,Cancelado
29433,480947,2026-05-12 08:00:00,22,En tránsito
29434,265710,2026-05-12 09:00:00,150,Cancelado
29435,132441,2026-05-12 10:00:00,63,Entregado
29436,425966,2026-05-12 11:00:00,110,En tránsito
29438,463154,2026-05-12 13:00:00,115,Retrasado
29439,481902,2026-05-12 14:00:00,40,En tránsito
29440,287347,2026-05-12 15:00:00,165,Entregado
29441,483658,2026-05-12 16:00:00,48,Cancelado
29442,294514,2026-05-12 17:00:00,169,Entregado
29443,189636,2026-05-12 18:00:00,61,Retrasado
29444,148202,2026-05-12 19:00:00,36,En tránsito
29445,314966,2026-05-12 20:00:00,61,Retrasado
29446,95768,2026-05-12 21:00:00,128,Cancelado
29447,343090,2026-05-12 22:00:00,163,En tránsito
29448,375685,2026-05-12 23:00:00,139,Cancelado
29449,471627,2026-05-13 00:00:00,69,Retrasado
29452,247621,2026-05-13 03:00:00,116,Cancelado
29453,42395,2026-05-13 04:00:00,150,Retrasado
29454,295187,2026-05-13 05:00:00,87,En tránsito
29455,264029,2026-05-13 06:00:00,167,Retrasado
29456,246605,2026-05-13 07:00:00,31,Cancelado
29457,241077,2026-05-13 08:00:00,49,Cancelado
29458,156657,2026-05-13 09:00:00,152,Retrasado
29459,375375,2026-05-13 10:00:00,2,Retrasado
29460,9082,2026-05-13 11:00:00,128,En tránsito
29461,422284,2026-05-13 12:00:00,167,Cancelado
29462,120490,2026-05-13 13:00:00,132,Retrasado
29463,397489,2026-05-13 14:00:00,122,Cancelado
29464,127996,2026-05-13 15:00:00,79,Retrasado
29465,204698,2026-05-13 16:00:00,191,Retrasado
29466,220179,2026-05-13 17:00:00,143,Retrasado
29467,238701,2026-05-13 18:00:00,60,Entregado
29468,9335,2026-05-13 19:00:00,41,Retrasado
29469,232947,2026-05-13 20:00:00,36,Retrasado
29470,231418,2026-05-13 21:00:00,186,Entregado
29472,186222,2026-05-13 23:00:00,178,Cancelado
29473,351632,2026-05-14 00:00:00,135,Entregado
29474,425487,2026-05-14 01:00:00,155,En tránsito
29475,395253,2026-05-14 02:00:00,72,En tránsito
29476,196074,2026-05-14 03:00:00,58,En tránsito
29477,197564,2026-05-14 04:00:00,168,Cancelado
29478,232793,2026-05-14 05:00:00,198,Cancelado
29479,192027,2026-05-14 06:00:00,198,En tránsito
29480,376664,2026-05-14 07:00:00,73,Entregado
29481,434164,2026-05-14 08:00:00,179,Retrasado
29482,159633,2026-05-14 09:00:00,20,Entregado
29483,135394,2026-05-14 10:00:00,92,En tránsito
29484,233409,2026-05-14 11:00:00,198,Cancelado
29485,54934,2026-05-14 12:00:00,89,Retrasado
29486,346906,2026-05-14 13:00:00,187,Cancelado
29487,20459,2026-05-14 14:00:00,80,Retrasado
29488,417579,2026-05-14 15:00:00,196,Retrasado
29489,90437,2026-05-14 16:00:00,162,Cancelado
29490,479145,2026-05-14 17:00:00,88,En tránsito
29491,131167,2026-05-14 18:00:00,53,Entregado
29492,366716,2026-05-14 19:00:00,3,Cancelado
29493,418857,2026-05-14 20:00:00,38,Retrasado
29494,233039,2026-05-14 21:00:00,50,Entregado
29496,296172,2026-05-14 23:00:00,144,Cancelado
29497,183008,2026-05-15 00:00:00,51,Cancelado
29498,29467,2026-05-15 01:00:00,152,Retrasado
29499,440526,2026-05-15 02:00:00,189,Retrasado
29500,194907,2026-05-15 03:00:00,23,Retrasado
29501,176153,2026-05-15 04:00:00,135,En tránsito
29502,80660,2026-05-15 05:00:00,59,Retrasado
29504,277829,2026-05-15 07:00:00,128,Entregado
29505,384478,2026-05-15 08:00:00,71,Retrasado
29506,46250,2026-05-15 09:00:00,102,Cancelado
29507,319109,2026-05-15 10:00:00,196,En tránsito
29508,289002,2026-05-15 11:00:00,15,Cancelado
29509,12427,2026-05-15 12:00:00,156,Retrasado
29510,461458,2026-05-15 13:00:00,28,Retrasado
29511,146970,2026-05-15 14:00:00,184,Retrasado
29512,317339,2026-05-15 15:00:00,104,Cancelado
29513,223927,2026-05-15 16:00:00,2,Retrasado
29514,246075,2026-05-15 17:00:00,166,Entregado
29515,142472,2026-05-15 18:00:00,98,Entregado
29516,426310,2026-05-15 19:00:00,111,Entregado
29517,475183,2026-05-15 20:00:00,177,Retrasado
29519,66722,2026-05-15 22:00:00,1,Retrasado
29521,381720,2026-05-16 00:00:00,154,Entregado
29522,380036,2026-05-16 01:00:00,90,Retrasado
29523,269693,2026-05-16 02:00:00,53,En tránsito
29524,271046,2026-05-16 03:00:00,65,En tránsito
29525,266247,2026-05-16 04:00:00,162,Entregado
29526,106833,2026-05-16 05:00:00,95,En tránsito
29527,488389,2026-05-16 06:00:00,159,Retrasado
29529,117235,2026-05-16 08:00:00,181,Retrasado
29530,102386,2026-05-16 09:00:00,22,Cancelado
29531,227565,2026-05-16 10:00:00,50,Cancelado
29533,214382,2026-05-16 12:00:00,35,En tránsito
29534,424377,2026-05-16 13:00:00,112,Entregado
29535,268436,2026-05-16 14:00:00,22,Cancelado
29537,203405,2026-05-16 16:00:00,1,Retrasado
29538,1071,2026-05-16 17:00:00,187,Retrasado
29539,56373,2026-05-16 18:00:00,117,Retrasado
29540,484349,2026-05-16 19:00:00,70,Retrasado
29541,21987,2026-05-16 20:00:00,111,Cancelado
29542,170431,2026-05-16 21:00:00,61,Entregado
29543,78312,2026-05-16 22:00:00,88,En tránsito
29545,382740,2026-05-17 00:00:00,60,Cancelado
29546,304568,2026-05-17 01:00:00,120,En tránsito
29547,207861,2026-05-17 02:00:00,199,Entregado
29548,103400,2026-05-17 03:00:00,21,En tránsito
29549,400128,2026-05-17 04:00:00,31,Entregado
29550,138820,2026-05-17 05:00:00,154,Retrasado
29551,29085,2026-05-17 06:00:00,20,En tránsito
29552,302441,2026-05-17 07:00:00,112,Entregado
29553,353428,2026-05-17 08:00:00,198,Cancelado
29554,196277,2026-05-17 09:00:00,183,Cancelado
29555,355481,2026-05-17 10:00:00,86,En tránsito
29556,76244,2026-05-17 11:00:00,86,En tránsito
29557,235862,2026-05-17 12:00:00,154,Cancelado
29558,243340,2026-05-17 13:00:00,169,En tránsito
29559,327393,2026-05-17 14:00:00,146,En tránsito
29560,486908,2026-05-17 15:00:00,19,Cancelado
29561,13535,2026-05-17 16:00:00,38,Entregado
29563,344860,2026-05-17 18:00:00,64,Retrasado
29564,438876,2026-05-17 19:00:00,96,Retrasado
29565,281369,2026-05-17 20:00:00,190,En tránsito
29566,339790,2026-05-17 21:00:00,185,Cancelado
29567,461623,2026-05-17 22:00:00,62,En tránsito
29568,309609,2026-05-17 23:00:00,16,Cancelado
29571,57631,2026-05-18 02:00:00,95,Cancelado
29572,399113,2026-05-18 03:00:00,95,Cancelado
29574,44753,2026-05-18 05:00:00,20,En tránsito
29576,15822,2026-05-18 07:00:00,101,Cancelado
29577,485914,2026-05-18 08:00:00,76,Retrasado
29578,448640,2026-05-18 09:00:00,46,En tránsito
29579,7090,2026-05-18 10:00:00,168,Entregado
29580,86141,2026-05-18 11:00:00,172,Entregado
29581,389758,2026-05-18 12:00:00,51,Retrasado
29583,54751,2026-05-18 14:00:00,75,Retrasado
29584,68332,2026-05-18 15:00:00,62,Cancelado
29585,186990,2026-05-18 16:00:00,181,Cancelado
29586,59263,2026-05-18 17:00:00,177,Retrasado
29587,13635,2026-05-18 18:00:00,77,Retrasado
29588,411720,2026-05-18 19:00:00,157,En tránsito
29589,22477,2026-05-18 20:00:00,58,En tránsito
29590,386137,2026-05-18 21:00:00,130,En tránsito
29591,298442,2026-05-18 22:00:00,2,Retrasado
29593,37082,2026-05-19 00:00:00,127,Entregado
29595,273134,2026-05-19 02:00:00,3,Entregado
29597,462824,2026-05-19 04:00:00,14,Retrasado
29598,404373,2026-05-19 05:00:00,84,Retrasado
29599,366183,2026-05-19 06:00:00,24,Entregado
29600,397204,2026-05-19 07:00:00,10,Cancelado
29601,213422,2026-05-19 08:00:00,170,Retrasado
29602,50057,2026-05-19 09:00:00,93,En tránsito
29603,353643,2026-05-19 10:00:00,52,En tránsito
29604,298419,2026-05-19 11:00:00,117,Retrasado
29606,264102,2026-05-19 13:00:00,41,Entregado
29608,192646,2026-05-19 15:00:00,93,Retrasado
29609,13220,2026-05-19 16:00:00,9,Entregado
29610,230344,2026-05-19 17:00:00,3,Cancelado
29611,112650,2026-05-19 18:00:00,153,Entregado
29612,467456,2026-05-19 19:00:00,163,Cancelado
29613,68416,2026-05-19 20:00:00,132,En tránsito
29614,256846,2026-05-19 21:00:00,120,Retrasado
29615,233541,2026-05-19 22:00:00,121,Entregado
29616,282399,2026-05-19 23:00:00,62,Cancelado
29617,57756,2026-05-20 00:00:00,136,En tránsito
29619,81421,2026-05-20 02:00:00,162,Retrasado
29620,285235,2026-05-20 03:00:00,107,Entregado
29621,339067,2026-05-20 04:00:00,40,Retrasado
29622,316811,2026-05-20 05:00:00,169,Entregado
29623,245432,2026-05-20 06:00:00,24,Cancelado
29626,28719,2026-05-20 09:00:00,65,Entregado
29628,245327,2026-05-20 11:00:00,23,Entregado
29629,285596,2026-05-20 12:00:00,121,Cancelado
29631,339990,2026-05-20 14:00:00,3,Entregado
29632,425808,2026-05-20 15:00:00,1,Cancelado
29633,55493,2026-05-20 16:00:00,67,Retrasado
29634,71484,2026-05-20 17:00:00,102,En tránsito
29635,36788,2026-05-20 18:00:00,28,En tránsito
29637,202297,2026-05-20 20:00:00,29,Cancelado
29638,311396,2026-05-20 21:00:00,9,Cancelado
